datetime,kloten_temp,debilt_temp
2026-08-30 14:00:00,27.4,20.2
2026-08-30 15:00:00,27.6,21.2
2026-08-30 16:00:00,27.2,21.4
2026-08-30 17:00:00,26.7,20.4
2026-08-30 18:00:00,24.7,19.8
2026-08-30 19:00:00,22.8,18.5
2026-08-30 20:00:00,21.3,18.1
2026-08-30 21:00:00,20.1,18.3
2026-08-30 22:00:00,19.5,18.3
2026-08-30 23:00:00,18.4,17.3
2026-08-31 00:00:00,18.6,17.5
2026-08-31 01:00:00,17.8,
2026-08-31 02:00:00,17.6,
2026-08-31 03:00:00,16.3,
2026-08-31 04:00:00,15.9,
2026-08-31 05:00:00,16.6,
2026-08-31 06:00:00,16.6,
2026-08-31 07:00:00,17.2,
2026-08-31 08:00:00,17.7,
2026-08-31 09:00:00,19.7,
2026-08-31 10:00:00,21.1,
2026-08-31 11:00:00,22.2,
2026-08-31 12:00:00,23.2,
2026-08-31 13:00:00,23.7,
2026-08-31 14:00:00,24.6,
2026-08-31 15:00:00,25.0,
2026-08-31 16:00:00,24.8,
2026-08-31 17:00:00,23.5,
2026-08-31 18:00:00,21.6,
2026-08-31 19:00:00,20.2,
2026-08-31 20:00:00,17.3,
2026-08-31 21:00:00,15.6,
2026-08-31 22:00:00,16.1,
2026-08-31 23:00:00,14.7,
